Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Transaction_Count,Avg_Purchase_Value,Membership_Type,Churn
C00030,32,Male,101821.89,77.79,Bangalore,20,541.03,Silver,0
C00031,28,Female,59551.28,100.0,Chennai,19,301.39,Silver,0
C00032,53,Male,58840.99,94.25,Bangalore,25,370.14,Platinum,0
C00033,34,Female,,49.55,Chennai,10,416.73,Gold,0
C00034,24,Male,79246.9,30.98,Kolkata,21,235.92,Silver,1
C00035,43,Male,78917.76,51.88,Kolkata,17,370.6,Gold,0
C00036,22,Male,81472.44,41.06,Kolkata,21,386.24,Platinum,1
C00037,37,Female,47383.09,,Delhi,24,342.99,Silver,1
C00038,18,Female,54042.66,36.38,Delhi,17,376.32,Silver,0
C00039,21,Female,75380.63,58.54,Chennai,20,235.19,Silver,1
C00040,36,Female,49452.22,76.76,Mumbai,14,514.73,Gold,0
C00041,42,Female,59897.87,57.99,Mumbai,23,60.16,Silver,0
C00042,36,Male,67975.28,41.07,Chennai,21,215.88,Platinum,0
C00043,33,Male,75703.7,83.5,Delhi,18,166.23,Gold,0
C00044,31,Female,24446.38,22.42,Bangalore,19,472.29,Gold,0
C00045,20,Male,74294.91,53.44,Chennai,23,286.9,Silver,0
C00046,27,Male,55325.52,59.17,Mumbai,20,205.53,Platinum,0
C00047,30,Male,74149.15,60.32,Chennai,19,239.44,Silver,0
C00048,45,Male,75538.63,63.61,Chennai,27,147.51,Silver,0
C00049,38,Female,92158.3,72.21,Kolkata,14,362.74,Platinum,0
C00050,18,Male,87069.07,59.29,Delhi,17,372.8,Platinum,0
C00051,38,Female,86931.43,52.64,Kolkata,22,330.35,Silver,0
C00052,31,Female,88873.41,51.85,Delhi,15,228.41,Silver,0
C00053,28,Male,65827.58,47.77,Chennai,20,452.61,Silver,0
C00054,41,Female,60643.7,75.75,Delhi,24,378.19,Platinum,0
C00055,45,Male,,47.07,Mumbai,26,125.54,Platinum,0
C00056,44,Male,74641.62,76.94,Kolkata,20,280.62,Silver,0
C00057,26,Male,53818.68,60.38,Chennai,15,184.32,Gold,0
C00058,31,Female,68096.47,49.57,Mumbai,23,447.19,Gold,0
C00059,38,Female,59298.07,72.37,Delhi,20,255.16,Silver,0
C00060,44,Female,42921.34,45.45,Delhi,20,162.08,Gold,0
C00061,30,Male,85809.21,72.76,Mumbai,20,285.38,Silver,0
C00062,33,Male,61103.98,64.25,Delhi,25,458.98,Gold,0
C00063,23,Male,100974.17,48.07,Kolkata,17,386.45,Silver,1
C00064,23,Female,27490.15,70.57,Bangalore,17,247.87,Gold,0
C00065,43,Male,48864.42,70.93,Delhi,19,282.6,Silver,1
C00066,48,Male,60652.78,83.15,Chennai,17,399.5,Silver,1
C00067,34,Female,82747.62,79.32,Delhi,18,439.47,Silver,1
C00068,45,Female,67989.39,69.83,Chennai,20,144.93,Gold,0
C00069,38,Female,,37.45,Delhi,15,315.36,Silver,0
C00070,28,Male,37454.72,100.0,Delhi,20,264.51,Gold,0
C00071,38,Male,110583.52,31.93,Chennai,24,251.24,Silver,0
C00072,50,Male,66450.09,78.99,Kolkata,20,434.2,Gold,0
C00073,34,Female,32717.88,68.63,Bangalore,20,164.5,Silver,0
C00074,50,Female,49362.44,36.52,Bangalore,14,380.5,Silver,1
C00075,18,Female,70018.35,57.51,Kolkata,18,71.79,Silver,1
C00076,43,Female,40353.51,58.42,Delhi,13,227.49,Silver,0
C00077,35,Male,92107.12,86.11,Bangalore,15,303.38,Gold,0
C00078,32,Male,84478.73,45.73,Kolkata,27,168.88,Gold,1
C00079,35,Male,28571.6,54.76,Kolkata,19,520.38,Silver,0
C00080,18,Male,41352.58,13.28,Bangalore,24,228.27,Gold,1
C00081,32,Male,14284.46,94.7,Chennai,15,220.23,Silver,1
C00082,38,Male,44348.17,38.59,Mumbai,14,230.64,Silver,0
C00083,49,Male,75327.77,66.54,Chennai,15,358.36,Gold,0
C00084,29,Male,51722.1,57.97,Delhi,24,390.74,Silver,1
C00085,26,Female,69215.94,58.04,Chennai,22,256.18,Gold,0
C00086,29,Female,29553.31,76.2,Mumbai,21,331.67,Platinum,0
C00087,44,Male,75959.51,93.43,Mumbai,17,339.45,Silver,0
C00088,38,Female,48897.82,65.03,Kolkata,15,155.87,Gold,0
C00089,29,Male,180730.18,73.1,Delhi,25,288.09,Platinum,1
C00090,40,Male,58142.51,66.58,Kolkata,27,236.94,Silver,0
C00091,35,Female,34569.03,80.35,Chennai,18,144.34,Silver,0
C00092,44,Male,36938.31,50.74,Chennai,21,321.32,Silver,1
C00093,27,Male,79355.89,81.51,Bangalore,15,401.48,Gold,0
C00094,31,Male,67979.84,82.21,Kolkata,22,304.39,Gold,0
C00095,31,Male,81000.98,81.65,Kolkata,21,50.0,Gold,0
C00096,20,Male,66493.16,46.8,Kolkata,19,254.31,Gold,0
C00097,37,Male,62859.81,56.63,Kolkata,18,210.64,Gold,0
C00098,37,Male,76439.36,64.79,Mumbai,27,477.97,Silver,0
C00099,35,Female,54592.67,32.58,Bangalore,18,266.09,Platinum,0
C00100,32,Female,59452.31,91.9,Delhi,27,138.62,Silver,0
C00101,20,Male,99062.14,59.75,Delhi,19,295.42,Silver,0
C00102,30,Female,73739.13,65.68,Delhi,18,363.55,Platinum,0
C00103,31,Male,90721.22,48.46,Mumbai,16,309.89,Platinum,0
C00104,26,Male,71950.75,33.46,Bangalore,30,219.73,Gold,0
C00105,33,Male,45773.94,47.92,Bangalore,25,254.13,Silver,1
C00106,39,Male,62342.48,64.38,Mumbai,18,376.55,Platinum,0
C00107,53,Female,64724.47,73.47,Kolkata,16,310.12,Gold,0
C00108,36,Female,,63.24,Chennai,20,502.51,Gold,1
C00109,37,Female,52312.25,66.93,Kolkata,22,309.81,Platinum,0
C00110,34,Female,55884.66,53.26,Delhi,18,147.2,Silver,0
C00111,18,Male,92112.4,69.92,Kolkata,17,280.03,Gold,0
C00112,34,Female,18385.19,89.66,Mumbai,24,243.67,Gold,0
C00113,35,Male,84116.37,74.1,Delhi,20,144.76,Silver,0
C00114,59,Male,41264.1,76.19,Chennai,23,313.05,Silver,1
C00115,33,Female,32558.42,65.88,Delhi,14,258.19,Silver,0
C00116,38,Male,83598.84,29.94,Kolkata,26,314.94,Gold,0
C00117,34,Female,74637.96,39.11,Bangalore,26,483.01,Silver,1
C00118,23,Female,85090.37,69.1,Bangalore,17,287.07,Silver,1
C00119,46,Female,76014.04,59.78,Bangalore,19,402.45,Silver,0
C00120,42,Female,101196.9,68.8,Delhi,21,280.84,Silver,0
C00121,42,Female,71174.48,93.53,Bangalore,20,341.54,Silver,0
C00122,25,Male,56870.45,,Mumbai,20,311.98,Silver,0
C00123,49,Female,66858.53,85.18,Chennai,24,326.74,Platinum,0
C00124,20,Female,84869.38,61.89,Bangalore,17,286.84,Silver,0
C00125,40,Male,44412.49,43.86,Mumbai,14,445.04,Gold,0
C00126,56,Female,46962.23,58.84,Mumbai,19,363.19,Gold,0
C00127,25,Female,53820.8,43.9,Delhi,17,311.57,Gold,1
C00128,29,Male,17908.34,91.17,Delhi,20,390.86,Silver,1
C00129,35,Male,62761.57,75.81,Chennai,12,312.86,Platinum,0
C00130,29,Female,22277.43,70.41,Chennai,24,411.67,Silver,0
C00131,19,Male,61061.19,84.72,Kolkata,17,182.03,Silver,0
C00132,35,Female,200000.0,,Chennai,20,513.16,Silver,0
C00133,24,Male,50462.47,71.76,Delhi,24,317.23,Silver,0
C00134,39,Female,93542.32,33.79,Mumbai,19,185.88,Silver,0
C00135,25,Female,30789.98,59.85,Kolkata,19,374.9,Silver,1
C00136,50,Female,83825.21,53.77,Chennai,25,429.36,Silver,0
C00137,27,Male,73502.74,,Mumbai,14,197.51,Gold,0
C00138,31,Female,25679.34,64.56,Delhi,15,252.82,Platinum,0
C00139,43,Male,114215.89,86.9,Bangalore,24,401.49,Silver,0
C00140,22,Female,58725.09,47.96,Kolkata,31,356.46,Silver,0
C00141,37,Female,42450.32,74.18,Mumbai,15,255.99,Gold,0
C00142,48,Female,31858.26,63.24,Delhi,18,275.08,Gold,1
C00143,18,Female,55599.64,27.29,Delhi,21,174.95,Silver,0
C00144,36,Female,57451.86,41.63,Kolkata,23,201.22,Platinum,0
C00145,37,Male,62052.91,57.0,Kolkata,12,132.71,Platinum,1
C00146,42,Male,54044.08,,Chennai,22,265.16,Gold,0
C00147,22,Male,72664.51,69.27,Chennai,17,367.76,Silver,0
C00148,21,Female,52247.4,36.65,Kolkata,17,273.35,Silver,0
C00149,40,Female,63902.15,57.19,Kolkata,23,411.66,Gold,0
C00150,37,Male,57012.77,100.0,Mumbai,27,235.41,Silver,1
C00151,37,Female,12650.45,62.22,Chennai,26,150.9,Silver,0
C00152,38,Female,67075.41,53.45,Delhi,14,415.48,Silver,1
C00153,28,Female,40414.0,69.83,Chennai,18,336.72,Silver,0
C00154,37,Male,63267.21,,Chennai,24,422.74,Silver,0
C00155,37,Male,86281.5,50.88,Kolkata,16,266.34,Platinum,0
C00156,27,Male,41025.03,70.05,Kolkata,15,459.05,Platinum,0
C00157,53,Male,81225.13,53.42,Chennai,26,192.33,Gold,1
C00158,39,Male,51332.21,74.39,Bangalore,21,271.27,Silver,1
C00159,23,Female,95063.9,63.39,Bangalore,27,340.77,Silver,0
C00160,41,Female,52696.95,69.64,Chennai,13,253.08,Gold,0
C00161,25,Female,43190.14,44.82,Bangalore,13,322.75,Gold,0
C00162,42,Female,73744.77,43.57,Chennai,19,424.77,Gold,1
C00163,46,Male,51284.21,,Kolkata,18,337.67,Silver,0
C00164,26,Male,43171.01,58.41,Kolkata,21,282.16,Gold,0
C00165,44,Female,50443.2,65.7,Kolkata,20,422.63,Platinum,0
C00166,39,Male,59107.87,53.87,Delhi,22,351.25,Silver,0
C00167,43,Female,86843.6,,Kolkata,15,299.2,Silver,0
C00168,53,Female,21318.25,47.84,Kolkata,25,292.01,Gold,1
C00169,32,Female,60461.61,57.29,Chennai,26,263.23,Gold,0
C00170,27,Female,72498.07,75.72,Bangalore,27,384.31,Silver,1
C00171,26,Male,63868.97,83.46,Bangalore,19,388.06,Platinum,0
C00172,26,Female,,49.52,Kolkata,21,426.53,Silver,0
C00173,34,Male,58513.09,99.19,Kolkata,18,343.02,Platinum,0
C00174,38,Female,56308.97,66.26,Kolkata,17,245.57,Silver,1
C00175,37,Female,71846.59,39.14,Chennai,20,333.08,Silver,0
C00176,43,Female,61986.28,67.38,Chennai,23,243.77,Platinum,1
C00177,35,Female,52191.83,52.34,Chennai,26,316.21,Platinum,1
C00178,49,Male,70322.88,68.68,Bangalore,18,440.98,Platinum,0
C00179,32,Female,46949.43,59.14,Delhi,28,418.13,Silver,1
C00180,62,Male,47776.46,61.49,Bangalore,23,390.53,Gold,0
C00181,41,Female,49440.12,41.77,Chennai,30,297.74,Silver,1
C00182,26,Female,87061.38,,Mumbai,25,389.59,Silver,1
C00183,24,Female,10000.0,36.88,Delhi,17,235.93,Silver,1
C00184,39,Male,67911.98,37.82,Kolkata,24,153.82,Silver,0
C00185,32,Female,60685.44,67.35,Bangalore,18,327.19,Platinum,1
C00186,42,Female,26382.59,92.06,Delhi,23,262.46,Silver,0
C00187,39,Female,66194.54,52.95,Mumbai,18,478.42,Gold,0
C00188,34,Female,69515.04,74.02,Delhi,25,463.24,Gold,0
C00189,26,Female,71792.78,81.47,Bangalore,18,231.1,Silver,1
C00190,19,Male,10000.0,76.29,Chennai,23,369.47,Platinum,0
C00191,30,Male,87327.79,53.78,Kolkata,24,102.54,Silver,0
C00192,43,Female,45245.27,,Chennai,16,333.93,Platinum,0
C00193,37,Female,73731.35,15.85,Chennai,18,331.39,Platinum,1
C00194,22,Male,74821.48,54.74,Bangalore,24,200.7,Platinum,0
C00195,36,Female,42466.06,83.56,Chennai,22,316.51,Gold,1
C00196,38,Male,73209.2,37.52,Chennai,11,207.17,Silver,0
C00197,26,Female,52290.14,74.0,Bangalore,25,385.19,Silver,1
C00198,36,Female,,41.0,Bangalore,21,318.62,Gold,0
C00199,35,Male,83354.84,62.12,Mumbai,16,449.28,Silver,0
C00200,23,Female,44499.1,74.16,Chennai,27,146.91,Platinum,0
C00201,38,Male,42910.13,46.81,Delhi,15,213.19,Gold,0
C00202,40,Male,51938.68,63.41,Kolkata,21,251.5,Silver,0
C00203,45,Male,65444.73,,Kolkata,13,349.05,Silver,1
C00204,45,Female,58854.59,74.1,Bangalore,14,327.1,Silver,1
C00205,21,Male,70961.34,64.71,Bangalore,19,342.52,Gold,0
C00206,25,Male,33210.21,61.13,Mumbai,26,235.09,Silver,1
C00207,40,Female,45152.27,91.17,Chennai,26,109.7,Gold,1
C00208,40,Female,57680.06,73.25,Bangalore,13,224.01,Gold,0
C00209,40,Female,,46.19,Bangalore,25,440.82,Silver,0
C00210,70,Female,,58.28,Kolkata,13,237.96,Gold,0
C00211,40,Female,81704.45,58.48,Chennai,18,317.72,Gold,0
C00212,46,Female,60771.1,61.61,Mumbai,14,306.09,Silver,1
C00213,44,Male,50326.83,,Bangalore,22,318.37,Platinum,0
C00214,41,Female,55065.51,67.42,Bangalore,22,166.47,Silver,0
C00215,31,Male,56631.61,19.28,Bangalore,21,381.8,Silver,1
C00216,42,Female,72072.91,49.14,Kolkata,20,290.06,Platinum,1
C00217,27,Male,87492.23,,Bangalore,19,531.03,Silver,0
C00218,32,Male,67193.62,53.4,Bangalore,15,262.71,Silver,0
C00219,30,Female,83741.55,,Kolkata,16,397.71,Gold,0
C00220,35,Female,122112.62,42.57,Bangalore,18,261.21,Gold,1
C00221,58,Male,51707.39,29.59,Chennai,22,491.92,Silver,1
C00222,18,Female,45513.95,67.68,Chennai,16,373.07,Silver,0
C00223,41,Female,66288.89,60.01,Kolkata,26,171.47,Silver,0
C00224,18,Male,52820.83,66.06,Chennai,36,440.71,Gold,0
C00225,30,Male,74595.46,57.91,Mumbai,18,377.52,Gold,1
C00226,45,Male,41379.97,32.11,Bangalore,29,253.28,Gold,0
C00227,35,Female,60860.62,70.27,Mumbai,13,138.68,Gold,1
C00228,24,Female,73737.16,98.44,Chennai,24,419.8,Silver,0
C00229,27,Female,,68.18,Kolkata,14,472.76,Silver,1
C00230,41,Female,102432.63,51.48,Kolkata,24,411.91,Silver,0
C00231,27,Male,54336.96,31.44,Mumbai,31,386.97,Silver,0
C00232,37,Female,19499.2,41.84,Chennai,22,355.76,Gold,0
C00233,35,Male,63161.88,69.06,Bangalore,29,405.91,Gold,0
C00234,28,Female,60668.87,81.46,Chennai,16,273.8,Silver,0
C00235,56,Female,58362.11,65.22,Chennai,25,118.54,Platinum,0
C00236,41,Male,79823.82,76.0,Kolkata,18,375.91,Silver,0
C00237,18,Female,74948.9,74.15,Delhi,14,339.26,Silver,0
C00238,36,Female,65957.52,70.13,Bangalore,17,159.64,Silver,0
C00239,28,Male,69003.11,,Bangalore,28,80.72,Gold,1
C00240,43,Female,57912.83,63.48,Kolkata,23,308.14,Silver,1
C00241,27,Male,95509.82,43.03,Chennai,11,284.46,Platinum,0
C00242,33,Male,30416.08,60.35,Kolkata,19,276.0,Silver,0
C00243,40,Male,62793.03,66.62,Chennai,17,357.96,Platinum,1
C00244,43,Male,61300.49,93.58,Delhi,18,225.49,Silver,0
C00245,22,Female,76265.61,33.81,Delhi,19,368.73,Gold,0
C00246,31,Female,43122.92,69.63,Mumbai,12,369.45,Platinum,0
C00247,30,Female,25126.55,89.62,Chennai,11,50.0,Silver,0
C00248,28,Male,63136.46,75.18,Kolkata,24,293.13,Silver,0
C00249,52,Female,65624.61,76.66,Kolkata,18,320.01,Silver,1
C00250,39,Female,89791.99,71.75,Kolkata,16,374.81,Platinum,0
C00251,22,Female,,85.97,Mumbai,20,354.9,Gold,1
C00252,44,Female,83093.88,38.25,Bangalore,21,124.91,Gold,1
C00253,56,Male,107348.29,32.28,Kolkata,11,309.57,Gold,1
C00254,45,Male,52444.7,59.87,Delhi,16,274.05,Silver,0
C00255,19,Female,34181.16,16.78,Kolkata,26,407.49,Silver,0
C00256,30,Male,51860.51,84.61,Kolkata,13,180.14,Silver,0
C00257,47,Female,60280.1,84.41,Kolkata,13,299.74,Silver,0
C00258,27,Female,71275.76,51.33,Bangalore,19,387.13,Platinum,1
C00259,39,Female,,52.58,Kolkata,15,376.04,Gold,0
C00260,42,Male,91103.97,58.55,Bangalore,15,284.56,Platinum,1
C00261,25,Female,37709.35,61.04,Bangalore,20,417.98,Silver,0
C00262,34,Male,25215.9,62.54,Mumbai,18,226.89,Silver,1
C00263,18,Male,82134.21,71.16,Delhi,20,373.22,Platinum,0
C00264,24,Female,14507.58,56.55,Kolkata,17,389.82,Silver,0
C00265,32,Male,55917.4,78.86,Kolkata,17,163.18,Silver,1
C00266,22,Male,122353.62,68.92,Kolkata,18,430.29,Silver,0
C00267,51,Female,59759.13,,Bangalore,15,135.14,Silver,0
C00268,20,Male,37584.65,86.7,Chennai,23,337.37,Platinum,0
C00269,30,Male,58852.05,32.83,Delhi,24,253.12,Silver,0
C00270,36,Female,58983.98,58.16,Kolkata,15,401.23,Platinum,0
C00271,49,Female,63213.0,79.34,Chennai,23,332.98,Platinum,0
C00272,20,Male,73245.26,45.54,Chennai,21,479.09,Silver,0
C00273,46,Female,39217.78,66.19,Chennai,11,413.67,Gold,1
C00274,35,Female,93750.96,70.87,Delhi,17,313.18,Silver,0
C00275,25,Male,64902.29,42.79,Chennai,16,420.5,Silver,1
C00276,39,Male,74535.88,58.55,Kolkata,20,289.68,Platinum,0
C00277,36,Female,47437.01,56.87,Kolkata,23,191.08,Silver,1
C00278,28,Male,85727.64,48.97,Mumbai,25,254.26,Silver,0
C00279,35,Female,54858.95,100.0,Bangalore,21,288.52,Silver,0
C00280,31,Female,65551.05,44.74,Chennai,16,50.0,Silver,0
C00281,36,Male,41337.88,80.1,Bangalore,20,438.37,Silver,0
C00282,41,Male,,52.14,Bangalore,19,290.3,Silver,1
C00283,50,Female,73764.11,38.27,Bangalore,19,396.4,Silver,1
C00284,22,Female,51127.86,62.06,Bangalore,25,316.05,Platinum,0
C00285,56,Female,42923.54,72.98,Bangalore,23,145.87,Silver,1
C00286,18,Female,47136.33,,Kolkata,19,307.94,Silver,0
C00287,33,Male,73979.06,91.25,Delhi,18,288.02,Silver,0
C00288,40,Female,47419.24,100.0,Chennai,18,231.43,Gold,1
C00289,37,Male,57646.9,65.01,Chennai,23,260.97,Gold,0
C00290,28,Male,60300.56,46.74,Kolkata,18,302.65,Platinum,0
C00291,32,Female,21653.02,69.06,Kolkata,23,54.57,Gold,0
C00292,30,Male,30577.47,54.68,Bangalore,22,336.01,Silver,0
C00293,29,Male,66725.56,78.52,Delhi,21,360.4,Silver,0
C00294,43,Female,45259.41,34.06,Chennai,26,350.09,Gold,0
C00295,38,Male,81134.5,100.0,Mumbai,26,271.86,Gold,1
C00296,28,Male,79336.14,77.12,Kolkata,25,496.41,Silver,0
C00297,43,Female,74383.37,26.32,Mumbai,21,351.1,Gold,0
C00298,38,Female,96395.44,45.82,Chennai,24,258.21,Platinum,1
C00299,43,Female,58338.21,76.32,Kolkata,19,176.11,Gold,0
C00300,41,Female,72977.64,83.53,Chennai,23,163.51,Gold,0
C00301,26,Female,48311.98,34.56,Kolkata,19,339.99,Gold,1
C00302,29,Female,109047.4,74.26,Chennai,22,372.19,Silver,1
C00303,42,Female,99672.67,21.05,Mumbai,16,312.43,Silver,0
C00304,41,Male,60237.61,58.21,Delhi,19,294.34,Silver,1
C00305,34,Male,200000.0,,Kolkata,26,266.09,Silver,1
C00306,36,Female,87185.95,48.97,Mumbai,22,349.26,Platinum,0
C00307,47,Male,57057.21,29.86,Chennai,17,222.4,Silver,0
C00308,29,Male,46867.52,62.92,Mumbai,20,298.04,Gold,0
C00309,40,Female,77479.8,47.91,Kolkata,25,309.26,Gold,0
C00310,32,Male,61568.78,72.59,Mumbai,13,357.68,Gold,0
C00311,32,Female,63659.89,42.29,Chennai,14,218.17,Gold,1
C00312,45,Male,43314.57,44.55,Bangalore,19,199.57,Silver,0
C00313,43,Female,25646.56,19.58,Delhi,30,304.98,Silver,0
C00314,43,Male,64722.85,63.4,Delhi,18,320.7,Platinum,0
C00315,48,Male,78099.24,56.78,Bangalore,19,299.47,Silver,0
C00316,35,Male,166451.6,36.23,Kolkata,27,50.0,Silver,0
C00317,41,Female,88728.59,63.88,Mumbai,21,333.26,Silver,0
C00318,31,Male,137765.02,80.54,Mumbai,24,556.84,Silver,0
C00319,38,Male,38905.91,55.69,Bangalore,17,391.82,Silver,1
C00320,33,Female,58655.39,65.36,Bangalore,23,104.39,Platinum,0
C00321,35,Female,58348.15,65.47,Chennai,21,259.46,Gold,0
C00322,40,Male,,35.91,Chennai,12,280.47,Platinum,0
C00323,26,Male,44500.74,100.0,Delhi,20,267.91,Silver,1
C00324,55,Male,87361.88,50.58,Kolkata,26,176.11,Silver,0
C00325,24,Male,99338.34,73.12,Kolkata,16,210.7,Gold,0
C00326,22,Female,,,Bangalore,22,393.38,Platinum,1
C00327,46,Male,84994.21,57.21,Delhi,17,374.71,Gold,0
C00328,42,Male,38870.06,72.14,Delhi,17,288.83,Platinum,0
C00329,41,Female,81504.43,64.92,Chennai,25,394.81,Platinum,0
C00330,41,Male,80945.53,31.65,Mumbai,19,234.32,Silver,0
C00331,34,Male,77268.75,53.35,Kolkata,17,265.72,Silver,0
C00332,26,Male,59688.74,,Delhi,19,263.53,Gold,0
C00333,35,Female,10000.0,50.77,Chennai,21,144.86,Platinum,0
C00334,28,Female,47165.46,33.92,Chennai,16,274.42,Silver,1
C00335,44,Male,47481.68,82.53,Chennai,19,463.79,Gold,0
C00336,33,Male,40434.9,92.04,Mumbai,16,452.86,Gold,0
C00337,26,Female,62444.86,79.56,Delhi,25,311.72,Silver,1
C00338,31,Male,51620.73,85.41,Bangalore,28,278.13,Gold,0
C00339,39,Male,43507.76,53.11,Bangalore,16,476.89,Silver,0
C00340,29,Female,38824.0,47.27,Chennai,15,275.34,Platinum,0
C00341,26,Female,45689.74,44.43,Chennai,21,248.15,Gold,0
C00342,37,Female,82429.98,72.88,Mumbai,15,395.71,Platinum,1
C00343,37,Male,46779.5,64.54,Chennai,18,128.89,Silver,1
C00344,29,Male,49701.23,58.46,Delhi,20,288.9,Silver,1
C00345,30,Male,50866.05,85.9,Chennai,18,293.43,Platinum,0
C00346,37,Male,66779.87,68.1,Chennai,16,351.53,Silver,1
C00347,20,Female,69124.99,43.23,Delhi,25,240.77,Silver,0
C00348,20,Male,10000.0,46.38,Kolkata,18,282.99,Silver,0
C00349,27,Male,80432.7,73.64,Bangalore,15,309.35,Gold,0
C00350,32,Female,88727.36,80.83,Chennai,19,274.55,Silver,1
C00351,38,Female,,71.03,Delhi,12,281.45,Gold,0
C00352,49,Male,40554.04,97.94,Bangalore,24,383.28,Gold,1
C00353,43,Female,50994.93,92.7,Mumbai,18,358.1,Gold,0
C00354,33,Female,44879.92,68.82,Kolkata,17,351.8,Platinum,1
C00355,34,Male,64478.54,43.23,Chennai,25,135.65,Silver,0
C00356,24,Male,21069.49,33.8,Kolkata,23,342.98,Silver,0
C00357,34,Male,37641.45,52.25,Chennai,16,215.94,Silver,1
C00358,32,Male,90783.94,75.06,Chennai,20,499.15,Platinum,0
C00359,38,Female,41435.6,96.53,Chennai,21,299.08,Platinum,0
C00360,26,Female,84868.57,68.35,Kolkata,19,280.39,Silver,1
C00361,40,Male,67106.76,83.37,Mumbai,19,451.9,Silver,1
C00362,50,Male,23814.65,55.09,Delhi,26,420.86,Silver,0
C00363,33,Female,72706.58,72.46,Delhi,23,276.28,Platinum,0
C00364,39,Male,,76.47,Mumbai,22,182.34,Gold,0
C00365,41,Male,50890.66,20.41,Mumbai,13,123.64,Platinum,0
C00366,30,Male,64899.14,51.73,Chennai,24,195.26,Silver,0
C00367,37,Male,69492.67,78.99,Chennai,24,332.1,Silver,0
C00368,35,Female,74151.84,65.49,Delhi,16,285.23,Gold,0
C00369,35,Male,83565.06,36.07,Chennai,22,206.31,Platinum,0
C00370,27,Female,68162.72,11.4,Chennai,19,260.78,Silver,0
C00371,35,Male,32487.32,52.68,Mumbai,35,471.7,Silver,0
C00372,39,Male,50527.09,58.57,Kolkata,20,411.96,Platinum,0
C00373,49,Female,118860.97,42.32,Bangalore,13,475.27,Silver,0
C00374,44,Male,74489.82,62.86,Bangalore,21,231.02,Silver,0
C00375,56,Female,107385.75,70.13,Chennai,20,380.7,Silver,1
C00376,27,Male,87908.68,73.41,Chennai,13,370.32,Silver,1
C00377,43,Male,64836.04,12.88,Bangalore,15,446.84,Silver,0
C00378,36,Male,66028.14,33.71,Mumbai,29,301.16,Gold,0
C00379,56,Male,59268.4,53.91,Bangalore,13,221.72,Silver,1
C00380,26,Male,25243.91,71.44,Bangalore,22,209.82,Silver,1
C00381,26,Female,,69.78,Bangalore,18,298.67,Gold,0
C00382,29,Female,84213.49,69.44,Chennai,21,307.74,Platinum,0
C00383,18,Male,48007.2,52.33,Chennai,18,327.27,Gold,0
C00384,29,Male,68239.06,53.45,Bangalore,16,160.41,Platinum,0
C00385,27,Female,77031.82,45.43,Chennai,19,429.39,Platinum,1
C00386,36,Female,41806.39,75.36,Bangalore,22,164.72,Platinum,1
C00387,38,Male,50973.94,41.59,Mumbai,16,429.07,Platinum,0
C00388,53,Male,39641.77,77.0,Chennai,28,267.71,Gold,1
C00389,44,Female,43556.69,64.16,Kolkata,23,484.56,Gold,0
C00390,29,Male,34247.89,59.1,Chennai,16,125.41,Gold,0
C00391,26,Female,41991.03,,Mumbai,19,417.55,Platinum,0
